LON,LAT,region,altitude,surface,parcelle_active,plante_reference,climat,typo_pays_principale,typo_pays_secondaire,bassin_prod_principal,bassin_prod_secondaire,topographie,plan_eau,exposition,orientation_vent,enclave,corridor,drain,biogeoregions
1.5307487418761445,48.45385647132941,CENTRE-VAL DE LOIRE,146,19,0,Ble,Semi-oceanique a semi-continental,Open field,Information inconnue,Zone de grandes cultures,Zone de grandes cultures,Plaine,0,Plein soleil,Ouest,1,1,1,NA
1.2998242117757959,48.37160993530242,CENTRE-VAL DE LOIRE,170,11.5,1,Mais,Semi-oceanique a semi-continental,Open field,Information inconnue,Zone de grandes cultures,Zone de grandes cultures,Plaine,0,Plein soleil,Ouest,0,0,0,NA
1.6140216464924722,48.479361507466145,CENTRE-VAL DE LOIRE,150,10.94,1,Mais,Semi-oceanique a semi-continental,Open field,Information inconnue,Zone de grandes cultures,Zone de grandes cultures,Plaine,0,Plein soleil,Ouest,0,0,0,NA
7.516623457834089,47.78849010608598,GRAND-EST,211,20.79,1,Mais,Semi-continental nord,Open field,Open field,Zone de grandes cultures,Zone de grandes cultures,Plaine,0,Plein soleil,Ouest,0,1,0,NA
3.0913641259788074,48.7184188758018,ILE-DE-FRANCE,106,7.86,1,Ble,Semi-oceanique,Open field,Paysage mixte,Zone de grandes cultures,Zone de grandes cultures,Plaine,0,Plein soleil,Ouest,0,0,0,NA
3.1501580225844283,48.619619871384465,ILE-DE-FRANCE,120,4.27,1,Ble,Semi-oceanique,Open field,Open field,Zone de grandes cultures,Zone de grandes cultures,Plaine,0,Plein soleil,Ouest,0,0,1,NA
1.4960384236495088,47.93076078499292,CENTRE-VAL DE LOIRE,126,7.07,1,Mais,Semi-oceanique,Open field,Information inconnue,Zone de grandes cultures,Zone de grandes cultures,Plaine,0,Plein soleil,Ouest,0,1,0,NA
0.7841836847993475,47.13546269682105,CENTRE-VAL DE LOIRE,100,13.18,1,Ble,Semi-oceanique,Open field,Open field,Zone de grandes cultures,Zone de grandes cultures,Plaine,0,Plein soleil,Ouest,0,1,0,NA
-0.7915425276459882,45.66789219909137,NOUVELLE-AQUITAINE,36,3.81,1,Vigne,Oceanique a semi oceanique sud,Paysage mixte,Information inconnue,Bassin viticole,Bassin viticole,Plaine,0,Plein soleil,Ouest,0,0,0,NA
-0.1984667417792456,46.75693882763861,NOUVELLE-AQUITAINE,164,3.25,0,Ble,Oceanique a semi oceanique sud,Bocage a dominante polyculture elevage,Information inconnue,Zone de polyculture-elevage,Zone de polyculture-elevage,Plateau,0,Plein soleil,Sud-Ouest,0,1,0,NA
-0.08520542124325745,46.74511196905271,NOUVELLE-AQUITAINE,157,6.07,1,Ble,Oceanique a semi oceanique sud,Bocage a dominante polyculture elevage,Information inconnue,Zone de polyculture-elevage,Zone de polyculture-elevage,Plateau,0,Plein soleil,Sud-Ouest,0,1,0,NA
4.3869242818165635,49.50688762373506,GRAND-EST,91,10,1,Ble,Semi-continental nord,Open field,Paysage mixte,Zone de polyculture-elevage,Zone de polyculture-elevage,Plaine,0,Plein soleil,Sud-Ouest,0,1,0,NA
3.5555809148413724,49.62160459813844,HAUTS-DE-FRANCE,84,4.15,1,Ble,Oceanique,Open field,Open field,Zone de grandes cultures,Zone de grandes cultures,Plaine,0,Plein soleil,Sud-Ouest,0,1,0,NA
1.7598915730903637,48.03286709941559,CENTRE-VAL DE LOIRE,123,4.5,1,Ble,Semi-oceanique a semi-continental,Open field,Information inconnue,Zone de grandes cultures,Zone de grandes cultures,Plateau,0,Plein soleil,Sud-Ouest,0,0,0,NA
3.1088801758650733,48.63917561933414,ILE-DE-FRANCE,74,11.44,1,Ble,Semi-oceanique,Paysage mixte,Open field,Zone de grandes cultures,Zone de grandes cultures,Plaine,0,Plein soleil,Sud-Ouest,0,0,0,NA
1.9894514481713266,47.906829338200914,CENTRE-VAL DE LOIRE,94,1.32,1,Salade,Semi-oceanique,Open field,"Batis, milieu rural",Zone horticole,Zone horticole,Plaine,0,Plein soleil,Sud-Ouest,0,1,0,NA
-3.260020569373064,47.69060901855587,BRETAGNE,12,2.2,1,Salade,Oceanique,Paysage mixte,Information inconnue,Zone maraichere,Zone maraichere,Plateau,0,Plein soleil,Sud-Ouest,0,1,0,NA
-0.34812695251492065,45.70773608740667,NOUVELLE-AQUITAINE,76,4.4,1,Vigne,Oceanique a semi oceanique sud,Paysage mixte,Information inconnue,Bassin viticole,Bassin viticole,Plateau,0,Plein soleil,Sud-Ouest,0,0,0,NA
0.3052499993881215,47.72816824165086,PAYS DE LOIRE,83,14.24,1,Mais,Oceanique a semi-oceanique nord,Bocage a dominante polyculture elevage,Zone forestiere,Bassin arboricole,Bassin arboricole,Plaine,0,Plein soleil,Sud-Ouest,0,1,1,NA
0.4428575243418725,47.63826588863854,PAYS DE LOIRE,83,9.92,1,Mais,Oceanique a semi-oceanique nord,Bocage a dominante polyculture elevage,Zone forestiere,Bassin arboricole,Bassin arboricole,Plaine,1,Plein soleil,Sud-Ouest,0,1,0,NA
-0.004038479929363806,46.24108939154431,NOUVELLE-AQUITAINE,132,3.25,1,Mais,Oceanique a semi oceanique sud,Open field,Information inconnue,Zone de grandes cultures,Zone de grandes cultures,Plaine,0,Plein soleil,Sud-Ouest,0,0,0,NA
1.9574700829220955,46.97692956668006,CENTRE-VAL DE LOIRE,138,27.57,1,Ble,Semi-continental sud,Open field,Open field,Zone de grandes cultures,Zone de grandes cultures,Plaine,0,Plein soleil,Sud-Ouest,0,1,0,NA
2.4509826006241395,48.10270737579414,ILE-DE-FRANCE,100,10,1,Ble,Semi-oceanique,Open field,Open field,Zone de grandes cultures,Zone de grandes cultures,Plaine,0,Plein soleil,Sud-Ouest,0,0,0,NA
4.348198232255826,49.571591760985,GRAND-EST,90,5,1,Mais,Semi-continental nord,Open field,Paysage mixte,Zone de polyculture-elevage,Zone de polyculture-elevage,Plaine,0,Plein soleil,Sud-Ouest,0,1,0,NA
4.757511955805904,45.07659367269305,AUVERGNE-RHONE-ALPES,200,0.3,1,Vigne,Semi-continental sud,Open field,Zone forestiere,Bassin viticole,Bassin viticole,Autres,0,Plein soleil,Nord,1,0,0,NA
5.911299751967532,45.82212977591364,AUVERGNE-RHONE-ALPES,350,0.84,1,Vigne,Semi-continental sud,Paysage mixte,Bocage a dominante polyculture elevage,Bassin viticole,Bassin viticole,Bas de coteau,0,Plein soleil,Nord,0,0,0,NA
5.019775452217955,45.88018616477631,AUVERGNE-RHONE-ALPES,285,6.2,1,Ble,Semi-continental sud,Paysage mixte,"Milieux aquatiques, zones humides",Zone de grandes cultures,Zone de grandes cultures,Plaine,0,Plein soleil,Nord,0,1,0,NA
0.37030635947952484,46.68827540145332,NOUVELLE-AQUITAINE,142,0.8,1,Vigne,Oceanique a semi oceanique sud,Open field,Information inconnue,Bassin viticole,Bassin viticole,Plateau,0,Plein soleil,Nord,0,0,0,NA
0.3200131532008609,46.639039961319135,NOUVELLE-AQUITAINE,75,0.81,1,Ble,Oceanique a semi oceanique sud,Paysage mixte,Information inconnue,Zone maraichere,Zone maraichere,Plaine,0,Plein soleil,Nord,0,1,0,NA
4.6955920856389755,45.59518872751115,AUVERGNE-RHONE-ALPES,360,0.5,1,Salade,Semi-continental sud,Bocage a dominante polyculture elevage,Paysage mixte,Zone de polyculture-elevage,Zone de polyculture-elevage,Autres,0,Plein soleil,Nord,0,1,0,NA
5.062240351397584,47.25681500170662,BOURGOGNE-FRANCHE-COMTE,NA,9.6,1,Ble,Semi-continental nord,Paysage mixte,NA,Autres,Autres,Plaine,0,Plein soleil,Nord,0,0,0,NA
5.049447782165629,47.3332019048732,BOURGOGNE-FRANCHE-COMTE,NA,9.58,1,Ble,Semi-continental nord,Paysage mixte,NA,Autres,Autres,Plaine,0,Plein soleil,Nord,0,0,0,NA
4.13252686137446,44.15947601721807,OCCITANIE,151,0.89,1,Vigne,"Mediterraneen, zone de l'olivier",Paysage mixte,NA,Zone de grandes cultures,Zone de grandes cultures,Plaine,0,Plein soleil,Nord,0,1,0,NA
-0.13272159577905798,46.37869050250675,NOUVELLE-AQUITAINE,149,43.82,1,Mais,Oceanique a semi oceanique sud,Open field,Information inconnue,Zone de polyculture-elevage,Zone de polyculture-elevage,Plaine,0,Plein soleil,Sud-Ouest,0,0,0,NA
5.186755162233361,45.401687218696594,AUVERGNE-RHONE-ALPES,350,4.26,1,Mais,Semi-continental sud,Open field,Paysage mixte,Zone de grandes cultures,Zone de grandes cultures,Plaine,0,Plein soleil,Nord,0,1,0,NA
5.2206216635793306,45.73068804082419,AUVERGNE-RHONE-ALPES,200,22.85,1,Mais,Semi-continental sud,Open field,Autres,Zone de grandes cultures,Zone de grandes cultures,Plaine,0,Plein soleil,Nord,0,1,0,NA
5.095758630357481,45.84477249269339,AUVERGNE-RHONE-ALPES,190,29.54,1,Mais,Semi-continental sud,Open field,"Batis, milieu suburbain",Zone de grandes cultures,Zone de grandes cultures,Plaine,0,Plein soleil,Nord,0,1,0,NA
1.4544333272036962,47.10949936552208,CENTRE-VAL DE LOIRE,166,28.5,0,Ble,Semi-continental sud,Paysage mixte,Paysage mixte,Zone de polyculture-elevage,Zone de polyculture-elevage,Plateau,0,Semi ombrage,Nord-Est,1,1,0,NA
4.134227494691075,43.64305655480543,OCCITANIE,50,0.84,1,Vigne,"Mediterraneen, zone de l'olivier",Paysage mixte,NA,Bassin viticole,Bassin viticole,Haut de coteau,0,Plein soleil,Nord-Est,0,1,0,NA
3.5064788138943777,43.6720366232923,OCCITANIE,89,0.72,1,Vigne,"Mediterraneen, zone de l'olivier",Paysage mixte,NA,Bassin viticole,Bassin viticole,Plaine,0,Plein soleil,Nord-Est,0,0,0,NA
3.5992199065166695,43.64694082909557,OCCITANIE,49,1.99,1,Vigne,"Mediterraneen, zone de l'olivier",Paysage mixte,NA,Bassin viticole,Bassin viticole,Plaine,0,Plein soleil,Nord-Est,0,0,0,NA
3.953607929107382,43.772879195965054,OCCITANIE,150,7.65,0,Vigne,"Mediterraneen, zone de l'olivier",Paysage mixte,NA,Bassin viticole,Bassin viticole,Plaine,0,Plein soleil,Nord-Est,0,1,0,NA
-0.055499355819906476,46.406426269907065,NOUVELLE-AQUITAINE,145,11.89,1,Ble,Oceanique a semi oceanique sud,Paysage mixte,Information inconnue,Zone de polyculture-elevage,Zone de polyculture-elevage,Plaine,0,Semi ombrage,Ouest,0,1,0,NA
-0.4064778629447605,46.240518792292605,NOUVELLE-AQUITAINE,34,9.01,1,Mais,Oceanique a semi oceanique sud,Paysage mixte,Information inconnue,Zone de grandes cultures,Zone de grandes cultures,Fond de vallee,0,Semi ombrage,Information inconnue,0,1,0,NA
-0.44760076271962634,46.29428534102319,NOUVELLE-AQUITAINE,22,9.71,1,Ble,Oceanique a semi oceanique sud,Open field,Information inconnue,Zone de grandes cultures,Zone de grandes cultures,Plaine,0,Plein soleil,Information inconnue,0,0,0,NA
-3.877524478014964,48.629177772344924,BRETAGNE,60,1.5,1,Salade,Oceanique,Bocage a dominante polyculture elevage,Information inconnue,Zone maraichere,Zone maraichere,Bas de coteau,0,Plein soleil,Information inconnue,0,1,0,NA
-3.9351953842346576,48.59937356516817,BRETAGNE,5,1.2,1,Salade,Oceanique,Bocage a dominante polyculture elevage,Information inconnue,Zone maraichere,Zone maraichere,Zone maritime bande cotiere,0,Plein soleil,Ouest,0,0,0,NA
9.534279730301144,42.15237103085034,CORSE,45,0.72,1,Vigne,"Mediterraneen, zone de l'olivier",Paysage mixte,Autres,Bassin viticole,Bassin viticole,Bas de coteau,1,Plein soleil,Information inconnue,0,1,0,NA
9.539055286441192,42.364314031403204,CORSE,NA,NA,0,Salade,"Mediterraneen, zone de l'olivier",Paysage mixte,NA,Bassin arboricole,Bassin arboricole,Fond de vallee,0,Plein soleil,Information inconnue,0,1,0,NA
-2.0200477873853857,48.44385237416926,BRETAGNE,30,2.63,1,Mais,Oceanique,Bocage a dominante polyculture elevage,Information inconnue,Zone de polyculture-elevage,Zone de polyculture-elevage,Bas de coteau,0,Plein soleil,Information inconnue,0,0,0,NA
9.326819334640282,42.03456815410201,CORSE,15,0.55,1,Salade,"Mediterraneen, zone de l'olivier",Paysage mixte,Bocage a dominante polyculture elevage,Zone maraichere,Zone maraichere,Plaine,0,Plein soleil,Information inconnue,0,0,0,NA
9.461385538751623,42.540177155634886,CORSE,8,1.3,1,Salade,"Mediterraneen, zone de l'olivier",Paysage mixte,Bocage a dominante polyculture elevage,Zone maraichere,Zone maraichere,Plaine,0,Plein soleil,Information inconnue,0,1,0,NA
9.536050111925821,42.03210107410992,CORSE,9,1,1,Vigne,"Mediterraneen, zone de l'olivier",Paysage mixte,"Milieux aquatiques, zones humides",Bassin viticole,Bassin viticole,Plaine,0,Plein soleil,Information inconnue,0,0,0,NA
9.489744469233427,42.301950552125454,CORSE,68,0.25,1,Vigne,"Mediterraneen, zone de l'olivier",Paysage mixte,Paysage mixte,Bassin viticole,Bassin viticole,Plaine,0,Plein soleil,Information inconnue,0,0,0,NA
9.327610948206665,42.291742912932186,CORSE,42,0.25,1,Vigne,"Mediterraneen, zone de l'olivier",Paysage mixte,NA,Bassin viticole,Bassin viticole,Plaine,0,Plein soleil,Information inconnue,0,0,0,NA
9.411022041665843,42.63424772900399,CORSE,1,0.65,1,Salade,"Mediterraneen, zone de l'olivier",Paysage mixte,NA,Zone maraichere,Zone maraichere,Plaine,0,Plein soleil,Information inconnue,0,0,0,NA
9.50660878511151,42.18470701595388,CORSE,70,5.55,1,Vigne,"Mediterraneen, zone de l'olivier",Paysage mixte,Paysage mixte,Bassin viticole,Bassin viticole,Bas de coteau,0,Plein soleil,Information inconnue,0,0,0,NA
9.42857056364052,42.29144364935201,CORSE,70,0.21,1,Vigne,"Mediterraneen, zone de l'olivier",Paysage mixte,Paysage mixte,Bassin viticole,Bassin viticole,Bas de coteau,0,Plein soleil,Information inconnue,0,0,0,NA
-0.620901586019309,46.29739278947448,NOUVELLE-AQUITAINE,9,10,1,Mais,Oceanique a semi oceanique sud,Open field,Information inconnue,Zone de grandes cultures,Zone de grandes cultures,Plaine,0,Plein soleil,Information inconnue,0,1,0,NA
-0.054724866242632925,46.34367732279215,NOUVELLE-AQUITAINE,158,8.19,1,Ble,Oceanique a semi oceanique sud,Bocage a dominante polyculture elevage,Information inconnue,Zone de polyculture-elevage,Zone de polyculture-elevage,Plaine,0,Plein soleil,Information inconnue,0,1,0,NA
9.50113290094593,42.566281163104364,CORSE,6,2,1,Salade,"Mediterraneen, zone de l'olivier",Paysage mixte,Bocage a dominante polyculture elevage,Zone maraichere,Zone maraichere,Plaine,0,Plein soleil,Information inconnue,0,0,0,NA
-0.2819129630939458,45.73651664398141,NOUVELLE-AQUITAINE,22,1.45,1,Vigne,Oceanique a semi oceanique sud,Paysage mixte,Information inconnue,Bassin viticole,Bassin viticole,Fond de vallee,0,Plein soleil,Ouest,0,0,0,NA
0.03224528507224169,43.937039790294996,OCCITANIE,158,4.7,1,Vigne,Oceanique a semi oceanique sud,Bocage a dominante polyculture elevage,NA,Bassin viticole,Bassin viticole,Plateau,0,Plein soleil,Ouest,0,0,0,NA
0.38211715633871374,46.76920439188944,NOUVELLE-AQUITAINE,153,10,1,Vigne,Oceanique a semi oceanique sud,Paysage mixte,Information inconnue,Bassin viticole,Bassin viticole,Plateau,0,Plein soleil,Ouest,0,1,0,NA
2.5375961770421633,49.81501816604348,HAUTS-DE-FRANCE,81,4.6,1,Ble,Semi-oceanique a semi-continental,Open field,Open field,Zone de grandes cultures,Zone de grandes cultures,Plateau,0,Plein soleil,Ouest,0,0,0,NA
-0.023806383426551912,45.99694196464798,NOUVELLE-AQUITAINE,82,10.8,0,Mais,Oceanique a semi oceanique sud,Paysage mixte,Information inconnue,Zone de grandes cultures,Zone de grandes cultures,Plaine,1,Plein soleil,Ouest,0,1,0,NA
1.9188184907706385,46.74320382754569,CENTRE-VAL DE LOIRE,157,21.5,1,Ble,Semi-continental sud,Paysage mixte,Information inconnue,Zone de grandes cultures,Zone de grandes cultures,Plaine,0,Plein soleil,Ouest,1,1,0,NA
-0.13948592774527263,49.00639955221292,NORMANDIE,90,10,1,Ble,Oceanique a semi-oceanique nord,Open field,Open field,Zone de grandes cultures,Zone de grandes cultures,Plaine,0,Plein soleil,Ouest,0,0,0,NA
-0.14070678650241752,49.039568560675725,NORMANDIE,89,10,0,Mais,Oceanique a semi-oceanique nord,Open field,NA,Zone de grandes cultures,Zone de grandes cultures,Plaine,0,Plein soleil,Ouest,0,1,0,NA
1.3027702846766571,47.88258767677541,CENTRE-VAL DE LOIRE,128,10,1,Ble,Semi-oceanique,Open field,Information inconnue,Zone de grandes cultures,Zone de grandes cultures,Plaine,0,Plein soleil,Ouest,0,0,0,NA
1.5735443876448232,48.41187930576341,CENTRE-VAL DE LOIRE,150,11.11,1,Ble,Semi-oceanique a semi-continental,Open field,Information inconnue,Zone de grandes cultures,Zone de grandes cultures,Plaine,0,Plein soleil,Ouest,0,1,0,NA
-0.037392690659003705,47.181176516484435,PAYS DE LOIRE,61,3.25,1,Vigne,Oceanique a semi-oceanique nord,Paysage mixte,Bocage a dominante polyculture elevage,Bassin viticole,Bassin viticole,Plaine,0,Plein soleil,Ouest,0,1,0,NA
-0.6985685372941024,44.073958798336484,NOUVELLE-AQUITAINE,78,1.21,0,Mais,Oceanique a semi oceanique sud,Open field,Paysage mixte,Zone de grandes cultures,Zone de grandes cultures,Plaine,1,Plein soleil,Ouest,0,1,1,NA
1.450691257303187,48.56054961091446,CENTRE-VAL DE LOIRE,130,7.9,1,Ble,Semi-oceanique a semi-continental,Paysage mixte,Information inconnue,Zone de grandes cultures,Zone de grandes cultures,Plateau,0,Plein soleil,Ouest,0,1,0,NA
0.19035584913880693,45.76396755259325,NOUVELLE-AQUITAINE,94,5.28,1,Ble,Oceanique a semi oceanique sud,Paysage mixte,Information inconnue,Zone de grandes cultures,Zone de grandes cultures,Plaine,0,Plein soleil,Ouest,0,0,0,NA
1.3147950431469102e-4,46.4460197067624,NOUVELLE-AQUITAINE,124,7.8,1,Mais,Oceanique a semi oceanique sud,Paysage mixte,Information inconnue,Zone de grandes cultures,Zone de grandes cultures,Plaine,0,Plein soleil,Ouest,0,1,0,NA
2.804869629414358,48.49324612532278,ILE-DE-FRANCE,79,22,1,Mais,Semi-oceanique,Paysage mixte,Paysage mixte,Zone de grandes cultures,Zone de grandes cultures,Plaine,0,Plein soleil,Ouest,1,0,0,NA
-0.6123877666264763,45.949274849322094,NOUVELLE-AQUITAINE,15,5.37,0,Ble,Oceanique a semi oceanique sud,Open field,Information inconnue,Zone de grandes cultures,Zone de grandes cultures,Plaine,0,Plein soleil,Ouest,0,1,0,NA
0.3806226901259234,46.7479206880371,NOUVELLE-AQUITAINE,78,0.5,1,Salade,Oceanique a semi oceanique sud,Paysage mixte,Information inconnue,Zone maraichere,Zone maraichere,Plaine,1,Plein soleil,Ouest,0,1,0,NA
0.9965543814321067,48.29420259898678,CENTRE-VAL DE LOIRE,250,3.7,1,Ble,Semi-oceanique a semi-continental,Paysage mixte,Information inconnue,Zone de polyculture-elevage,Zone de polyculture-elevage,Haut de coteau,0,Plein soleil,Ouest,0,1,0,NA
-3.776407386958315,48.16986960213576,BRETAGNE,83,4,1,Mais,Oceanique,Bocage a dominante polyculture elevage,Information inconnue,Zone de polyculture-elevage,Zone de polyculture-elevage,Fond de vallee,0,Plein soleil,Ouest,0,1,0,NA
3.963847773137373,49.085983477493755,GRAND-EST,150,11.06,1,Vigne,Semi-continental nord,Open field,Paysage mixte,Bassin viticole,Bassin viticole,Bas de coteau,0,Plein soleil,Ouest,0,1,0,NA
4.048402680498996,49.007516154174965,GRAND-EST,93,0.26,0,Vigne,Semi-continental nord,Open field,Paysage mixte,Bassin viticole,Bassin viticole,Bas de coteau,0,Plein soleil,Ouest,0,1,0,NA
3.9709685709415274,49.139781606509544,GRAND-EST,170,1.08,1,Vigne,Semi-continental nord,Open field,Paysage mixte,Bassin viticole,Bassin viticole,Bas de coteau,0,Plein soleil,Ouest,0,1,0,NA
-0.54085917854077,47.329786781669924,PAYS DE LOIRE,41,1.88,1,Vigne,Oceanique a semi-oceanique nord,Paysage mixte,"Batis, milieu rural",Bassin viticole,Bassin viticole,Plaine,0,Plein soleil,Ouest,0,1,0,NA
-0.12322835483460026,49.05215521208799,NORMANDIE,120,17,1,Ble,Oceanique a semi-oceanique nord,Open field,Paysage mixte,Zone de grandes cultures,Zone de grandes cultures,Plaine,0,Plein soleil,Ouest,0,0,0,NA
3.6168213432582053,48.365658850041015,GRAND-EST,156,13.42,1,Ble,Semi-continental nord,Open field,Paysage mixte,Zone de grandes cultures,Zone de grandes cultures,Plaine,0,Plein soleil,Ouest,0,1,0,NA
4.0879693210137775,49.02186112430304,GRAND-EST,100,0.53,1,Vigne,Semi-continental nord,Open field,Paysage mixte,Bassin viticole,Bassin viticole,Bas de coteau,0,Plein soleil,Ouest,0,1,0,NA
-0.07956106464451536,49.033125556985595,NORMANDIE,72,9,1,Ble,Oceanique,Paysage mixte,Open field,Zone de grandes cultures,Zone de grandes cultures,Plaine,0,Plein soleil,Ouest,0,1,0,NA
-0.05995933813552155,48.917961188834816,NORMANDIE,73,9.5,1,Ble,Oceanique,Paysage mixte,Open field,Zone de grandes cultures,Zone de grandes cultures,Plaine,0,Plein soleil,Ouest,0,0,0,NA
