id_point_annee,NDVI,light_pollution,annee.x,precip_spring,tmp_spring,p_type,p_milieu,point,carre,altitude,LON,LAT,longitude_grid_wgs84,latitude_grid_wgs84,departement,qualite_inventaire_stoc,habitat_principal,habitat_secondaire,foret_p,agricole_p,urbain_p,ouvert_p,Alauda_arvensis,Anthus_trivialis,Carduelis_cannabina,Carduelis_carduelis,Carduelis_chloris,Certhia_brachydactyla,Columba_palumbus,Corvus_corone,Cyanistes_caeruleus,Dendrocopos_major,Emberiza_cirlus,Emberiza_citrinella,Erithacus_rubecula,Fringilla_coelebs,Garrulus_glandarius,Hippolais_polyglotta,Hirundo_rustica,Luscinia_megarhynchos,Motacilla_alba,Parus_major,Passer_domesticus,Periparus_ater,Phoenicurus_ochruros,Phylloscopus_collybita,Pica_pica,Picus_viridis,Prunella_modularis,Regulus_ignicapilla,Saxicola_rubicola,Serinus_serinus,Sitta_europaea,Streptopelia_decaocto,Streptopelia_turtur,Sturnus_vulgaris,Sylvia_atricapilla,Sylvia_communis,Troglodytes_troglodytes,Turdus_merula,Turdus_philomelos,Turdus_viscivorus,Habitat_V2,test$shape_df.short_name,Total,Landscape.PCA1,Landscape.PCA2,Landscape.PCA3,Landscape.PCA4
2018010492P02,6905.826086956522,49,2018,2.477741972405103,15.039121527648716,2,D,010492P02,10492,551,5.5554272262554,46.194456841268,5.5648887134,46.1979318596,1,1,D,A,FALSE,TRUE,FALSE,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,continental,15,1.3348265281523666,-1.1943001493240497,-0.42998100915187887,-0.9235412504914445
2018010492P03,6809.521739130435,47,2018,2.477741972405103,15.039121527648716,2,D,010492P03,10492,551,5.5583454696635,46.198912644481,5.5648887134,46.1979318596,1,1,D,E,FALSE,TRUE,FALSE,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,continental,10,1.1664656113384884,-1.1125132518304754,-0.529432880907091,-0.916346676295093
2018010492P04,6726.565217391304,47,2018,2.4363441223258615,15.039121527648716,3,E,010492P04,10492,551,5.5622936813334,46.203368086388,5.5648887134,46.1979318596,1,1,E,A,FALSE,FALSE,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,continental,24,1.1477507835620886,-1.109767733456982,-0.5400063590981711,-0.871986647920327
2018010492P05,7362,40,2018,2.4363441223258615,15.039121527648716,3,A,010492P05,10492,548,5.5636669723491,46.206338180269,5.5648887134,46.1979318596,1,1,A,D,TRUE,FALSE,FALSE,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,continental,9,0.8316448981186614,-0.9483686708948496,-0.5718204854742345,-0.7764581394894999
2018010492P06,7688.04347826087,46,2018,2.4363441223258615,15.039121527648716,3,A,010492P06,10492,548,5.5671001998881,46.200457238591,5.5648887134,46.1979318596,1,1,A,NA,TRUE,FALSE,FALSE,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,continental,11,1.0845545747451517,-1.0742985566408552,-0.5770892862697671,-0.9261963753566697
2018010492P07,7194.565217391304,36,2018,2.4363441223258615,15.039121527648716,2,D,010492P07,10492,548,5.5752541152934,46.205862976039,5.5648887134,46.1979318596,1,1,D,A,FALSE,TRUE,FALSE,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,continental,11,0.36023078796543256,-0.7270787830860893,-0.8185001390325332,-0.6924345747900609
2018010492P08,7606.782608695652,43,2018,2.4363441223258615,15.039121527648716,3,A,010492P08,10492,548,5.5744816390971,46.201170113536,5.5648887134,46.1979318596,1,1,A,D,TRUE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,0,1,continental,17,0.652056766974522,-0.8860477883108124,-0.7917576883659707,-0.7750776977344371
2018010492P09,7429.04347826087,49,2018,2.477741972405103,15.039121527648716,3,A,010492P09,10492,551,5.5707210771158,46.195257054941,5.5648887134,46.1979318596,1,1,A,D,TRUE,FALSE,FALSE,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,0,1,continental,14,0.9702318254215843,-1.0415413247205114,-0.6473860232518303,-0.8856452261825933
2018010492P10,7214.565217391304,49,2018,2.477741972405103,15.039121527648716,3,A,010492P10,10492,550,5.5693583050514,46.190589279712,5.5648887134,46.1979318596,1,1,A,D,TRUE,FALSE,FALSE,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,continental,10,1.4092783507449071,-1.250672898940345,-0.5337812783378366,-1.20508451915719
2018010511P01,5894.304347826087,7,2018,1.842867410973409,17.54803545006474,3,E,010511P01,10511,211,4.8531960298877,46.198934274152,4.8647621034,46.1977331764,1,1,E,NA,FALSE,FALSE,TRUE,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,0,1,continental,18,-0.5541209198825475,-0.1537277544775429,1.4552039830580246,0.41456335332618244
2018010511P02,5662.739130434783,7,2018,1.6760215303510106,17.54803545006474,4,D,010511P02,10511,211,4.8562001039844,46.204399563844,4.8647621034,46.1977331764,1,1,D,NA,FALSE,TRUE,FALSE,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,continental,11,-0.5887879678552542,-0.14681832051176352,1.4528136953988962,0.46221805419322526
2018010511P03,5268.217391304348,6,2018,1.6760215303510106,17.54803545006474,3,D,010511P03,10511,211,4.8642681887011,46.205884602974,4.8647621034,46.1977331764,1,1,D,NA,FALSE,TRUE,FALSE,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1,continental,13,-0.6734191818899452,-0.09697732644323288,1.582378553774907,0.5415379265206599
2018010511P04,5627.217391304348,6,2018,1.6760215303510106,17.54803545006474,4,D,010511P04,10511,211,4.8639248659472,46.20053827423,4.8647621034,46.1977331764,1,1,D,NA,FALSE,TRUE,FALSE,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,continental,7,-0.6831945721895767,-0.10080411744389646,1.5261851441266376,0.5601479391696963
2018010511P05,5031.521739130435,7,2018,1.842867410973409,17.54803545006474,4,D,010511P05,10511,211,4.8581742098193,46.191745402373,4.8647621034,46.1977331764,1,1,D,NA,FALSE,TRUE,FALSE,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,continental,17,-0.7106221072889524,-0.07067118689944331,1.5644274326217085,0.5205714930404641
2018010511P06,5707.217391304348,6,2018,1.842867410973409,17.54803545006474,3,D,010511P06,10511,211,4.8633240511278,46.194834950107,4.8647621034,46.1977331764,1,1,D,NA,FALSE,TRUE,FALSE,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,continental,9,-0.7446498318180096,-0.0585336355664533,1.5666595584205858,0.5652846867213249
2018010511P07,5534.739130434783,6,2018,1.842867410973409,17.54803545006474,3,D,010511P07,10511,211,4.8711346437793,46.193052539918,4.8647621034,46.1977331764,1,1,D,NA,FALSE,TRUE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,continental,13,-0.7243550525684981,-0.05529886610917983,1.5718337499437163,0.5302332643051694
2018010511P08,6283.826086956522,6,2018,1.842867410973409,17.54803545006474,4,D,010511P08,10511,211,4.8735379030566,46.189368709005,4.8647621034,46.1977331764,1,1,D,NA,FALSE,TRUE,FALSE,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,continental,9,-0.7665476660567413,-0.023459621519158494,1.5707017209287606,0.5028030847863806
2018010511P09,5936.913043478261,6,2018,1.6760215303510106,17.54803545006474,3,D,010511P09,10511,211,4.8713921358447,46.202142227482,4.8647621034,46.1977331764,1,1,D,NA,FALSE,TRUE,FALSE,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,continental,17,-0.7356673775785881,-0.0706687940561694,1.5373607232213415,0.5741308670700734
2018010511P10,5324.130434782609,6,2018,1.6760215303510106,17.54803545006474,3,D,010511P10,10511,211,4.8768852999072,46.20558759836,4.8647621034,46.1977331764,1,1,D,NA,FALSE,TRUE,FALSE,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,continental,8,-0.7556872691581082,-0.0638055446160595,1.4880946588877393,0.5418945378795162
2018010521P01,6098.391304347826,8,2018,2.0813620381831694,17.293479900198946,4,D,010521P01,10521,239,5.1343468823089,46.185531657417,5.1237269165,46.1916514634,1,1,D,F,FALSE,TRUE,FALSE,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,continental,20,-0.26170861049644806,0.2971978505014362,0.4965968058942991,-0.09615572794504729
2018010521P02,5885.826086956522,9,2018,2.0813620381831694,17.293479900198946,4,D,010521P02,10521,239,5.134175220932,46.189809930124,5.1237269165,46.1916514634,1,1,D,E,FALSE,TRUE,FALSE,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,continental,14,-0.14955884197555006,0.22819654483071244,0.5489987049791671,-0.1568732924101204
2018010521P03,6319.217391304348,9,2018,2.0813620381831694,17.293479900198946,4,D,010521P03,10521,239,5.1306561627044,46.1946225889,5.1237269165,46.1916514634,1,1,D,E,FALSE,TRUE,FALSE,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,continental,19,-0.10936915557753696,0.1762628049799803,0.5536788438250004,-0.20212047567088212
2018010521P04,6557.347826086957,8,2018,2.0813620381831694,17.293479900198946,1,A,010521P04,10521,239,5.1262774302519,46.194421605466,5.1237269165,46.1916514634,1,1,A,D,TRUE,FALSE,FALSE,0,0,0,0,1,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,continental,18,-0.23676328902408347,0.24210777421262078,0.5690625432618307,-0.11225665717483141
2018010521P05,5820.391304347826,8,2018,2.0813620381831694,17.293479900198946,4,D,010521P05,10521,239,5.1266088676348,46.190231887579,5.1237269165,46.1916514634,1,1,D,E,FALSE,TRUE,FALSE,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,continental,17,-0.3033771957247938,0.3446912730433761,0.49556057820208643,-0.030602439207980225
2018010521P06,6906.217391304348,8,2018,2.0813620381831694,17.293479900198946,4,D,010521P06,10521,239,5.1134553146258,46.197252629066,5.1237269165,46.1916514634,1,1,D,A,FALSE,TRUE,FALSE,0,0,0,0,1,1,1,0,1,1,0,0,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,continental,26,-0.20751097960222475,0.22556411290007003,0.507038078006501,-0.1979115587241141
2018010521P07,5596.086956521739,8,2018,2.0813620381831694,17.293479900198946,3,E,010521P07,10521,239,5.1202573966876,46.196329289331,5.1237269165,46.1916514634,1,1,E,NA,FALSE,FALSE,TRUE,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,1,1,0,0,1,0,0,1,continental,24,-0.17483206547051003,0.22428442129743353,0.5609122975751832,-0.20181459603288174
2018010521P08,6353.086956521739,7,2018,2.0813620381831694,17.293479900198946,4,D,010521P08,10521,239,5.1189913940325,46.191635612479,5.1237269165,46.1916514634,1,1,D,E,FALSE,TRUE,FALSE,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,continental,25,-0.280500694447626,0.4247116517165331,0.4311995830680414,-0.08898499018390642
2018010521P09,6815.565217391304,7,2018,2.0813620381831694,17.293479900198946,1,A,010521P09,10521,239,5.1144423675433,46.190952322297,5.1237269165,46.1916514634,1,1,A,D,TRUE,FALSE,FALSE,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,continental,18,-0.16719664634258027,0.5890836348872971,0.4280854027581556,-0.10925444725093682
2018010521P10,6354.739130434783,7,2018,2.0813620381831694,17.293479900198946,4,D,010521P10,10521,239,5.1174249839679,46.185550069632,5.1237269165,46.1916514634,1,1,D,A,FALSE,TRUE,FALSE,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,continental,20,-0.10594299812406013,0.7183831313646263,0.3574058077827807,-0.09970922815198928
2018010623P01,6362.434782608696,7,2018,2.5234050555228116,15.7095121936679,3,E,010623P01,10623,389,5.418062946382,46.152510779031,5.4064953407,46.1483168792,1,1,E,D,FALSE,FALSE,TRUE,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,continental,15,-0.4440990298076791,0.4795567455445159,-0.7378116005911453,-0.4186358040220873
2018010623P02,7113,7,2018,2.5234050555228116,15.7095121936679,1,A,010623P02,10623,389,5.4186637612013,46.147872824454,5.4064953407,46.1483168792,1,1,A,D,TRUE,FALSE,FALSE,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,0,1,continental,16,-0.27598892286456067,0.7122867683074627,-0.700168010686058,-0.4375954299415255
2018010623P03,6905.217391304348,7,2018,2.5234050555228116,15.7095121936679,3,D,010623P03,10623,389,5.4093940468459,46.14531583623,5.4064953407,46.1483168792,1,1,D,A,FALSE,TRUE,FALSE,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,continental,7,-0.4868120153853985,0.3579187928767259,-0.7209880067650342,-0.45327555533516783
2018010623P04,7142.521739130435,7,2018,2.5234050555228116,15.7095121936679,3,E,010623P04,10623,389,5.4007251473097,46.139844671814,5.4064953407,46.1483168792,1,1,E,D,FALSE,FALSE,TRUE,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,continental,18,-0.9193695319943247,-0.04870443311875486,-1.030847593925276,-0.26503108354048055
2018010623P05,7414.217391304348,7,2018,2.5234050555228116,15.7095121936679,1,A,010623P05,10623,389,5.4020984383254,46.144067031371,5.4064953407,46.1483168792,1,1,A,D,TRUE,FALSE,FALSE,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,continental,12,-0.8201607167367849,-0.0842399550310659,-0.9342382016812506,-0.3628952208724335
2018010623P06,7286.565217391304,7,2018,2.5234050555228116,15.7095121936679,1,A,010623P06,10623,389,5.4032142372756,46.149537776191,5.4064953407,46.1483168792,1,1,A,D,TRUE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,continental,7,-0.7501405356583551,-0.10227043163802688,-0.7924631543920364,-0.41810056973504345
2018010623P07,6881.608695652174,7,2018,2.3351613251191954,15.7095121936679,3,D,010623P07,10623,389,5.3961761208205,46.14513743727,5.4064953407,46.1483168792,1,1,D,A,FALSE,TRUE,FALSE,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,continental,13,-0.8531965961590323,-0.07677987020831625,-0.9684730665487898,-0.31510951898311007
2018010623P08,7075.521739130435,7,2018,2.3351613251191954,15.7095121936679,1,A,010623P08,10623,389,5.3973777504591,46.150191850595,5.4064953407,46.1483168792,1,1,A,D,TRUE,FALSE,FALSE,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,continental,12,-0.777710742594806,-0.08375824447840019,-0.7321644269923893,-0.3841140248566094
2018010623P09,6744.260869565217,7,2018,2.3351613251191954,15.7095121936679,3,E,010623P09,10623,389,5.3959186287551,46.155424166008,5.4064953407,46.1483168792,1,1,E,A,FALSE,FALSE,TRUE,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,continental,11,-0.7692790494447769,-0.08591486592738568,-0.6526991643439423,-0.3606904660832251
2018010623P10,6468.173913043478,7,2018,2.5234050555228116,15.7095121936679,3,D,010623P10,10623,389,5.4115398140578,46.155186344281,5.4064953407,46.1483168792,1,1,D,A,FALSE,TRUE,FALSE,0,0,0,0,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,continental,13,-0.7536176653885784,-0.08430789817236235,-0.7085365126756201,-0.4388867734334858
2018010873P01,5299.173913043478,20,2018,2.486523334543124,17.041483490060894,4,D,010873P01,10873,243,5.3635727557884,46.037128844311,5.3746240061,46.0411336408,1,1,D,E,FALSE,TRUE,FALSE,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,continental,10,0.5232910439510366,0.42247214873826566,1.9199281963370596,-0.16524547126234224
2018010873P02,4282.478260869565,19,2018,2.486523334543124,17.041483490060894,4,D,010873P02,10873,243,5.3682076129661,46.041776121623,5.3746240061,46.0411336408,1,1,D,NA,FALSE,TRUE,FALSE,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,continental,4,0.4872349498147432,0.4414242586605748,1.7337096831034657,-0.36893625452963985
2018010873P03,5260.391304347826,19,2018,2.486523334543124,17.041483490060894,4,D,010873P03,10873,243,5.3634010944115,46.046303862011,5.3746240061,46.0411336408,1,1,D,E,FALSE,TRUE,FALSE,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,continental,4,0.627974920386594,0.37076538282313115,1.550686227135483,-0.621793358773773
2018010873P04,5678.521739130435,19,2018,2.486523334543124,17.041483490060894,4,D,010873P04,10873,243,5.3695809039818,46.046125142452,5.3746240061,46.0411336408,1,1,D,F,FALSE,TRUE,FALSE,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,continental,12,0.47992269982938224,0.3795879735992324,1.4733170068145796,-0.5016804628120997
2018010873P05,5651,15,2018,2.486523334543124,17.041483490060894,2,D,010873P05,10873,243,5.3833996448264,46.049401575836,5.3746240061,46.0411336408,1,1,D,NA,FALSE,TRUE,FALSE,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,continental,7,0.23834047656494123,0.43571936484089846,0.9712230484058676,-0.6342984747471486
2018010873P06,5173.347826086957,16,2018,2.486523334543124,17.041483490060894,4,D,010873P06,10873,243,5.3796230945335,46.0433251272,5.3746240061,46.0411336408,1,1,D,NA,FALSE,TRUE,FALSE,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,continental,5,0.268537099390843,0.19416175875666486,1.31136650123376,-0.5710352074880269
