BIODICAPT_ID,code_local,LAT,LON,Culture,Type de pratique agricole,Cultivar,seqnum,hex_area,CLC,CHELSA_tas,CHELSA_spi12
BDC_SCA_P06,M2A,48.5813424528758,1.74435930048881,grande_culture,CONVENTIONNELLE,colza,1065669,95977942.1681599,21,7.22663981329181,-272.621016633725
BDC_SCA_P07,M5C,48.565604566306,1.66819240462443,grande_culture,CONVENTIONNELLE,colza,1065669,95977942.1681599,21,7.22663981329181,-272.621016633725
BDC_SCA_P08,A9,48.4249206307503,1.49245564003951,grande_culture,CONVENTIONNELLE,colza,1064938,95977942.1464131,21,7.03224961715337,-272.703611656054
BDC_SCA_P09,N22,48.7870523168232,1.42857683636135,grande_culture,AB,colza,1064211,95977942.1560618,21,7.21526114241092,-272.699523560301
BDC_SCA_P10,AA12,48.6905595399179,1.50813391444501,grande_culture,AB,colza,1064211,95977942.1560618,21,7.21526114241092,-272.699523560301
BDC_SCA_P11,S35,48.7879203385283,1.43142743663875,grande_culture,AB,colza,1064211,95977942.1560618,21,7.21526114241092,-272.699523560301
BDC_SCA_P12,S47,48.7258602433313,1.51223083478874,grande_culture,AB,colza,1064211,95977942.1560618,21,7.21526114241092,-272.699523560301
BDC_SCA_P13,T18,48.7334864163894,1.46344803111656,grande_culture,CONVENTIONNELLE,colza,1064211,95977942.1560618,21,7.21526114241092,-272.699523560301
BDC_SCA_P14,I14,48.4518204396528,1.78221363678137,grande_culture,CONVENTIONNELLE,colza,1067858,95977942.2033044,21,7.25951819192796,-272.557439713251
BDC_SCA_P15,I6,48.4954046051966,2.01462663240036,grande_culture,CONVENTIONNELLE,colza,1067858,95977942.2033044,21,7.25951819192796,-272.557439713251
BDC_SCA_P16,P10A,48.6463982405949,2.17821502382507,grande_culture,CONSERVATION,colza,1067860,95977942.220188,21,7.16726228169033,-272.497440156483
BDC_SCA_P17,D10,48.9377917522965,1.66513956880133,grande_culture,CONVENTIONNELLE,colza,1064214,95977942.1798864,21,7.27874209067065,-272.831672348662
BDC_SCA_P18,D24,48.967804364644,1.62253908696694,grande_culture,CONVENTIONNELLE,colza,1064214,95977942.1798864,21,7.27874209067065,-272.831672348662
BDC_SCA_P19,AF7,48.8309908221067,2.07420482971008,grande_culture,AB,colza,1066402,95977942.2071302,1,7.15481811546418,-272.659942443112
BDC_SCA_P20,X1,48.7658461911206,1.98886659708212,grande_culture,CONSERVATION,colza,1066402,95977942.2071302,1,7.15481811546418,-272.659942443112
BDC_BAC_P01,01B,44.6484170456795,0.0143189162138725,vigne,AB,vigne,1072188,95977941.9220665,22,9.18741453847577,-272.979485296434
BDC_BAC_P02,01C,44.6964177456762,-0.252627527403364,vigne,CONVENTIONNELLE,vigne,1072188,95977941.9220665,22,9.18741453847577,-272.979485296434
BDC_BAC_P03,02B,44.6496805685017,-0.126731724217905,vigne,AB,vigne,1072188,95977941.9220665,22,9.18741453847577,-272.979485296434
BDC_BAC_P04,02C,44.5436469549645,-0.211734249605861,vigne,CONVENTIONNELLE,vigne,1072188,95977941.9220665,22,9.18741453847577,-272.979485296434
BDC_BAC_P05,05B,44.5526263212317,-0.0822210854341736,vigne,AB,vigne,1071458,95977941.9126344,22,9.12260846423495,-272.890510316108
BDC_BAC_P06,05D,44.6717315717461,-0.213711317174097,vigne,CONVENTIONNELLE,vigne,1072188,95977941.9220665,22,9.18741453847577,-272.979485296434
BDC_BAC_P07,06B,44.7997146868681,-0.140195327492468,vigne,AB,vigne,1071459,95977941.9184122,22,9.16409922868777,-272.963590573042
BDC_BAC_P08,06C,44.738941492578,-0.0964916335720447,vigne,CONVENTIONNELLE,vigne,1071459,95977941.9184122,22,9.16409922868777,-272.963590573042
BDC_BAC_P09,07B,44.7778492360202,-0.0903179462694751,vigne,AB,vigne,1070730,95977941.9147712,22,9.26538022359212,-272.980385022286
BDC_BAC_P10,07C,44.8644917926639,-0.265473296191139,vigne,CONVENTIONNELLE,vigne,1070730,95977941.9147712,22,9.26538022359212,-272.980385022286
BDC_BAC_P11,08B,44.8554048331216,0.0250349883789754,vigne,AB,vigne,1071461,95977941.9301083,22,9.21645545959473,-272.990571613553
BDC_BAC_P12,08C,44.9669277807487,-0.000653065732415714,vigne,CONVENTIONNELLE,vigne,1071461,95977941.9301083,22,9.21645545959473,-272.990571613553
BDC_BAC_P13,10B,45.002550543796,-0.101709177664371,vigne,AB,vigne,1071462,95977941.936044,3,9.14171596697182,-273.026113522281
BDC_BAC_P14,10C,44.9498926214853,-0.0988750382455399,vigne,CONVENTIONNELLE,vigne,1071462,95977941.936044,3,9.14171596697182,-273.026113522281
BDC_BAC_P15,11B,44.9383348814666,-0.077179604985258,vigne,AB,vigne,1071462,95977941.936044,3,9.14171596697182,-273.026113522281
BDC_BAC_P16,11C,44.9598870820356,0.00073431619336038,vigne,CONVENTIONNELLE,vigne,1071462,95977941.936044,3,9.14171596697182,-273.026113522281
BDC_BAC_P17,12B,44.9553752189093,-0.0475196569306698,vigne,AB,vigne,1071462,95977941.936044,3,9.14171596697182,-273.026113522281
BDC_BAC_P18,12C,45.0016521899609,-0.0125272226625185,vigne,CONVENTIONNELLE,vigne,1071462,95977941.936044,3,9.14171596697182,-273.026113522281
BDC_BAC_P19,14B,44.8463838558936,-0.0151695881263037,vigne,AB,vigne,1071461,95977941.9301083,22,9.21645545959473,-272.990571613553
BDC_BAC_P20,14C,44.8615619905729,-0.00375053272892512,vigne,CONVENTIONNELLE,vigne,1071461,95977941.9301083,22,9.21645545959473,-272.990571613553
BDC_BAC_P21,17B,44.9035300578689,-0.210325745475622,vigne,AB,vigne,1070731,95977941.9205298,22,9.42152469973021,-272.986644889735
BDC_BAC_P22,17C,44.937002210875,-0.11174564220333,vigne,CONVENTIONNELLE,vigne,1070731,95977941.9205298,22,9.42152469973021,-272.986644889735
BDC_BAC_P23,20B,44.8955786982081,-0.111830337982618,vigne,AB,vigne,1070732,95977941.9263677,22,9.24490017496097,-273.008726666687
BDC_BAC_P24,20C,44.9835827678867,-0.303148040612106,vigne,CONVENTIONNELLE,vigne,1070732,95977941.9263677,22,9.24490017496097,-273.008726666687
BDC_BAC_P25,21B,44.9606430378722,-0.17822695752676,vigne,AB,vigne,1070002,95977941.9168588,22,9.4078655482838,-273.018303253366
BDC_BAC_P26,21C,45.0091681760897,-0.293713100793626,vigne,CONVENTIONNELLE,vigne,1070002,95977941.9168588,22,9.4078655482838,-273.018303253366
BDC_BAC_P27,22B,44.8571395756901,-0.0945588724949639,vigne,AB,vigne,1070731,95977941.9205298,22,9.42152469973021,-272.986644889735
BDC_BAC_P28,22C,44.9843413641837,-0.170665979304658,vigne,CONVENTIONNELLE,vigne,1070731,95977941.9205298,22,9.42152469973021,-272.986644889735
BDC_BAC_P29,23B,44.9693299760168,-0.0743381876388566,vigne,AB,vigne,1070731,95977941.9205298,22,9.42152469973021,-272.986644889735
BDC_BAC_P30,23C,44.8585920995776,-0.0936120242788088,vigne,CONVENTIONNELLE,vigne,1070731,95977941.9205298,22,9.42152469973021,-272.986644889735
BDC_VCG_P01,T01,43.2808966980267,0.980967525964614,grande_culture,CONVENTIONNELLE,,1082391,95977941.956245,21,8.51209459741131,-272.860456878064
BDC_VCG_P02,T02,43.3277134822957,1.00695484987028,grande_culture,CONVENTIONNELLE,,1083121,95977941.9666645,21,8.57614501005684,-272.749674080244
BDC_VCG_P03,T03,43.3506945069776,1.06486025372162,grande_culture,CONVENTIONNELLE,,1083121,95977941.9666645,21,8.57614501005684,-272.749674080244
BDC_VCG_P04,T04,43.3846076019709,1.03387363548582,grande_culture,CONVENTIONNELLE,,1083121,95977941.9666645,21,8.57614501005684,-272.749674080244
BDC_VCG_P05,T05,43.3149585710864,0.906476415363426,grande_culture,CONVENTIONNELLE,,1082391,95977941.956245,21,8.51209459741131,-272.860456878064
BDC_VCG_P06,T06,43.3065177891342,0.815561271666665,grande_culture,CONVENTIONNELLE,,1083121,95977941.9666645,21,8.57614501005684,-272.749674080244
BDC_VCG_P07,T07,43.3173359435688,0.885585637475842,grande_culture,CONVENTIONNELLE,,1082391,95977941.956245,21,8.51209459741131,-272.860456878064
BDC_VCG_P08,T09,43.3655740084396,1.03481507280151,grande_culture,CONVENTIONNELLE,,1083121,95977941.9666645,21,8.57614501005684,-272.749674080244
BDC_VCG_P09,T10,43.3419330560508,0.931233252590519,grande_culture,CONVENTIONNELLE,,1083121,95977941.9666645,21,8.57614501005684,-272.749674080244
BDC_VCG_P10,T11,43.396817294067,0.813611226632691,grande_culture,CONVENTIONNELLE,,1082391,95977941.956245,21,8.51209459741131,-272.860456878064
BDC_VCG_P11,T12,43.2778087859896,1.06905036139537,grande_culture,AB,,1082392,95977941.9627426,21,8.70584425988135,-272.722534377854
BDC_VCG_P12,T13,43.3877065368727,1.08881762201593,grande_culture,AB,,1082392,95977941.9627426,21,8.70584425988135,-272.722534377854
BDC_VCG_P13,T14,43.3842737804119,1.00305323412405,grande_culture,AB,,1082392,95977941.9627426,21,8.70584425988135,-272.722534377854
BDC_VCG_P14,T15,43.3863244233154,0.975188323226942,grande_culture,AB,,1082392,95977941.9627426,21,8.70584425988135,-272.722534377854
BDC_VCG_P15,T16,43.3720812318819,0.961445074309714,grande_culture,AB,,1082392,95977941.9627426,21,8.70584425988135,-272.722534377854
BDC_VCG_P16,T17,43.4146706705238,0.903861103932163,grande_culture,AB,,1082392,95977941.9627426,21,8.70584425988135,-272.722534377854
BDC_VCG_P17,T20,43.3118449403512,0.885950058697508,grande_culture,CONVENTIONNELLE,,1082391,95977941.956245,21,8.51209459741131,-272.860456878064
BDC_VSF_P01,ABSYS_16,43.5928245190968,3.78951314202064,vigne,AB,vigne,1095536,95977942.2324047,3,10.0638159701699,-274.176778692948
BDC_VSF_P02,ABSYS_20,43.8063861997557,3.93803943581473,vigne,AB,vigne,1096268,95977942.2694213,3,10.1642866506205,-274.278053580941
BDC_VSF_P03,ABSYS_24,43.5171617658229,3.59764114110258,vigne,AB,vigne,1094806,95977942.2161471,22,10.3644759529515,-274.031446356522
BDC_VSF_P04,ABSYS_26,43.5253272825768,3.50650902740666,vigne,AB,vigne,1095535,95977942.2225773,3,10.0423573414991,-274.108471135425
BDC_VSF_P05,SHARE_001,43.8209592337011,3.97398625875482,vigne,AB,vigne,1096269,95977942.2797677,3,10.1570502550174,-274.294616699219
BDC_VSF_P06,SHARE_002,43.9340801009787,4.087012742103,vigne,AB,vigne,1096269,95977942.2797677,3,10.1570502550174,-274.294616699219
BDC_VSF_P07,"50",43.6038222664413,3.6241622289049,vigne,AB,vigne,1094806,95977942.2161471,22,10.3644759529515,-274.031446356522
BDC_VSF_P08,50bis,43.7809695433612,3.55070607565319,vigne,AB,vigne,1094807,95977942.2258635,3,9.61687912910607,-274.104012070188
BDC_VSF_P09,"76",43.7918288761284,3.75258085205181,vigne,CONVENTIONNELLE,vigne,1095538,95977942.2523538,3,9.63607640809651,-274.252022658722
BDC_VSF_P10,"103",43.7883008097435,3.83697616993031,vigne,AB,vigne,1096268,95977942.2694213,3,10.1642866506205,-274.278053580941
BDC_VSF_P11,"105",43.8790372050015,4.01821198867436,vigne,AB,vigne,1096268,95977942.2694213,3,10.1642866506205,-274.278053580941
BDC_VSF_P12,"108",43.8942263090374,3.93554029475152,vigne,CONVENTIONNELLE,vigne,1096268,95977942.2694213,3,10.1642866506205,-274.278053580941
BDC_VSF_P13,"109",43.7037147190082,4.03044439785792,vigne,CONVENTIONNELLE,vigne,1096998,95977942.2869048,22,10.5967931013841,-274.28057607015
BDC_VSF_P14,"111",43.7875473623578,3.92673844944111,vigne,CONVENTIONNELLE,vigne,1095539,95977942.2624814,3,9.36699468325945,-274.278564852048
BDC_VSF_P15,"164",43.8060105463837,4.01554424121169,vigne,CONVENTIONNELLE,vigne,1096269,95977942.2797677,3,10.1570502550174,-274.294616699219
BDC_VSF_P16,"167",43.7758062668823,4.02140565435737,vigne,CONVENTIONNELLE,vigne,1096997,95977942.276439,22,10.7597418698398,-274.256102722961
BDC_VSF_P17,"170",43.7525765515168,4.136604565029,vigne,AB,vigne,1096998,95977942.2869048,22,10.5967931013841,-274.28057607015
BDC_VSF_P18,"174",43.795290703074,4.06465207120153,vigne,CONVENTIONNELLE,vigne,1096998,95977942.2869048,22,10.5967931013841,-274.28057607015
BDC_VSF_P19,"176",43.8426138909573,3.92194934100023,vigne,CONVENTIONNELLE,vigne,1096269,95977942.2797677,3,10.1570502550174,-274.294616699219
BDC_VSF_P20,"184",43.8300155306298,3.9462666121654,vigne,CONVENTIONNELLE,vigne,1095538,95977942.2523538,3,9.63607640809651,-274.252022658722
BDC_VSF_P21,"197",43.5303696034077,3.48321574052821,vigne,CONVENTIONNELLE,vigne,1095534,95977942.2128396,22,10.7790326395342,-274.048772208921
BDC_VSF_P22,197bis,43.5428036271266,3.57719115068378,vigne,CONVENTIONNELLE,vigne,1094804,95977942.1969982,22,10.8513184597618,-273.899211281224
BDC_VSF_P23,"233",43.5904526534651,3.51548414040648,vigne,AB,vigne,1094805,95977942.2065087,22,10.6787574743134,-273.961374120775
BDC_VSF_P24,"254",43.6144323370975,3.86251184942848,vigne,AB,vigne,1096266,95977942.2490509,1,10.7111479279342,-274.24808769469
BDC_VSF_P25,"290",43.54160809762,3.76480373977458,vigne,CONVENTIONNELLE,vigne,1096266,95977942.2490509,1,10.7111479279342,-274.24808769469
BDC_VSF_P26,0B0122,43.4280942164511,3.36658554304372,vigne,CONVENTIONNELLE,vigne,1094074,95977942.1815097,22,10.3767986048281,-273.713465272991
BDC_VSF_P27,AW0067,43.516428708487,3.38033872782317,vigne,CONVENTIONNELLE,vigne,1094074,95977942.1815097,22,10.3767986048281,-273.713465272991
BDC_VSF_P28,WX0034,43.4585419427863,3.35854769993559,vigne,CONVENTIONNELLE,vigne,1094074,95977942.1815097,22,10.3767986048281,-273.713465272991
BDC_BVD_P01,"26",43.829700101618,4.87297786280112,verger,CONVENTIONNELLE,verger,1101379,95977942.413024,22,10.4977697992021,-274.82127040207
BDC_BVD_P02,"88",43.7574645589885,4.91947024055319,verger,CONVENTIONNELLE,verger,1100649,95977942.3925841,24,10.7453945561459,-274.795919317948
BDC_BVD_P03,"134",43.7691857145368,4.8441273747752,verger,CONVENTIONNELLE,verger,1100649,95977942.3925841,24,10.7453945561459,-274.795919317948
BDC_BVD_P04,"140",43.920423568282,4.79790564145442,verger,CONVENTIONNELLE,verger,1100650,95977942.4044504,22,10.606857461867,-274.800782646229
BDC_BVD_P05,"185",43.9064320419422,4.93802412801727,verger,AB,verger,1101380,95977942.4251516,22,10.422082901001,-274.814476904931
BDC_BVD_P06,"205",43.8458129220077,4.89384780976978,verger,AB,verger,1101379,95977942.413024,22,10.4977697992021,-274.82127040207
BDC_BVD_P07,"228",43.9264640734128,5.18414943597634,verger,CONVENTIONNELLE,verger,1101380,95977942.4251516,22,10.422082901001,-274.814476904931
BDC_BVD_P08,"231",43.8194490390241,4.87397358358876,verger,AB,verger,1100649,95977942.3925841,24,10.7453945561459,-274.795919317948
BDC_BVD_P09,"232",43.8229401680379,4.89225242812465,verger,AB,verger,1100649,95977942.3925841,24,10.7453945561459,-274.795919317948
BDC_BVD_P10,"236",43.9768743436924,4.86016120501418,verger,AB,verger,1099920,95977942.3842545,24,10.7240487352202,-274.766708374023
BDC_BVD_P11,"238",43.9232656954141,5.05166998620783,verger,AB,verger,1101379,95977942.413024,22,10.4977697992021,-274.82127040207
BDC_BVD_P12,"239",43.7876095670533,5.13751201246698,verger,AB,verger,1101380,95977942.4251516,22,10.422082901001,-274.814476904931
BDC_BVD_P13,"256",43.8311148985152,5.08801530539103,verger,AB,verger,1101380,95977942.4251516,22,10.422082901001,-274.814476904931
BDC_BVD_P14,"258",43.8072880964452,4.96095533581753,verger,AB,verger,1101379,95977942.413024,22,10.4977697992021,-274.82127040207
BDC_BVD_P15,"260",43.8192846350091,4.8752656219306,verger,AB,verger,1100649,95977942.3925841,24,10.7453945561459,-274.795919317948
BDC_BVD_P16,"262",43.787144353139,4.90199779198335,verger,CONVENTIONNELLE,verger,1101379,95977942.413024,22,10.4977697992021,-274.82127040207
BDC_BVD_P17,"267",43.82851710488,4.90264963920223,verger,CONVENTIONNELLE,verger,1101379,95977942.413024,22,10.4977697992021,-274.82127040207
BDC_BVD_P18,"269",43.8435603565609,4.90962911452371,verger,CONVENTIONNELLE,verger,1101379,95977942.413024,22,10.4977697992021,-274.82127040207
BDC_BVD_P19,"277",43.8839580664856,5.08659848829989,verger,,verger,1101379,95977942.413024,22,10.4977697992021,-274.82127040207
BDC_BVD_P20,"286",43.7586774868401,5.26593443381692,verger,AB,verger,1101379,95977942.413024,22,10.4977697992021,-274.82127040207
BDC_BVD_P21,"293",43.8144970027362,4.71663355456861,verger,AB,verger,1101380,95977942.4251516,22,10.422082901001,-274.814476904931
BDC_BVD_P22,"300",43.7899374379511,5.09327270587704,verger,CONVENTIONNELLE,verger,1102108,95977942.4216923,3,10.178388620192,-274.767159935736
BDC_BVD_P23,"304",43.6814967052813,5.18751225875159,verger,AB,verger,1102108,95977942.4216923,3,10.178388620192,-274.767159935736
BDC_BVD_P24,"306",43.805503622668,5.11852851896889,verger,AB,verger,1102108,95977942.4216923,3,10.178388620192,-274.767159935736
BDC_BVD_P25,"308",43.9605314851093,4.75195489209469,verger,AB,verger,1099920,95977942.3842545,24,10.7240487352202,-274.766708374023
BDC_BVD_P26,"319",43.7435971047619,4.96078675829715,verger,CONVENTIONNELLE,verger,1101379,95977942.413024,22,10.4977697992021,-274.82127040207
BDC_BVD_P27,"322",43.8603585727649,5.07055287435154,verger,,verger,1101380,95977942.4251516,22,10.422082901001,-274.814476904931
BDC_BVD_P28,"342",43.8312137018763,5.16974821479231,verger,AB,verger,1101380,95977942.4251516,22,10.422082901001,-274.814476904931
BDC_BVD_P29,"351",43.8296273085761,4.95153587573071,verger,,verger,1100649,95977942.3925841,24,10.7453945561459,-274.795919317948
BDC_BVD_P30,"353",43.8929515639979,4.97367931903552,verger,,verger,1101380,95977942.4251516,22,10.422082901001,-274.814476904931
BDC_BVD_P31,"355",43.8161298311733,4.82853222272542,verger,AB,verger,1100650,95977942.4044504,22,10.606857461867,-274.800782646229
BDC_BVD_P32,"367",43.8006422875295,4.97586839905693,verger,CONVENTIONNELLE,verger,1100649,95977942.3925841,24,10.7453945561459,-274.795919317948
